child_sku,parent_sku,nama_blend,season,kategori,ukuran,grind_size,harga_idr,berat_bersih_g,deskripsi_singkat
S-AUT-135-500-XF,S-AUT-135,Primal Autumn Ridge,Autumn,Seasonal Blend,500g,Extra Fine,143500,500,"Karakter earthy yang menenangkan, blend warm ini memadukan biji-biji terbaik dari Bali Ulian dan Mandheling dan Java Pre..."
S-AUT-135-1K-WB,S-AUT-135,Primal Autumn Ridge,Autumn,Seasonal Blend,1kg,Whole Bean,255000,1000,"Karakter earthy yang menenangkan, blend warm ini memadukan biji-biji terbaik dari Bali Ulian dan Mandheling dan Java Pre..."
S-AUT-135-1K-CRS,S-AUT-135,Primal Autumn Ridge,Autumn,Seasonal Blend,1kg,Coarse,257000,1000,"Karakter earthy yang menenangkan, blend warm ini memadukan biji-biji terbaik dari Bali Ulian dan Mandheling dan Java Pre..."
S-AUT-135-1K-MED,S-AUT-135,Primal Autumn Ridge,Autumn,Seasonal Blend,1kg,Medium,257500,1000,"Karakter earthy yang menenangkan, blend warm ini memadukan biji-biji terbaik dari Bali Ulian dan Mandheling dan Java Pre..."
S-AUT-135-1K-FIN,S-AUT-135,Primal Autumn Ridge,Autumn,Seasonal Blend,1kg,Fine,258000,1000,"Karakter earthy yang menenangkan, blend warm ini memadukan biji-biji terbaik dari Bali Ulian dan Mandheling dan Java Pre..."
S-AUT-135-1K-XF,S-AUT-135,Primal Autumn Ridge,Autumn,Seasonal Blend,1kg,Extra Fine,258500,1000,"Karakter earthy yang menenangkan, blend warm ini memadukan biji-biji terbaik dari Bali Ulian dan Mandheling dan Java Pre..."
S-AUT-136-100-WB,S-AUT-136,Midnight Autumn Edition,Autumn,Seasonal Blend,100g,Whole Bean,35000,100,"Karakter earthy yang menenangkan, blend caramelized ini memadukan biji-biji terbaik dari Flores Manggarai dan Dampit Mal..."
S-AUT-136-100-CRS,S-AUT-136,Midnight Autumn Edition,Autumn,Seasonal Blend,100g,Coarse,37000,100,"Karakter earthy yang menenangkan, blend caramelized ini memadukan biji-biji terbaik dari Flores Manggarai dan Dampit Mal..."
S-AUT-136-100-MED,S-AUT-136,Midnight Autumn Edition,Autumn,Seasonal Blend,100g,Medium,37500,100,"Karakter earthy yang menenangkan, blend caramelized ini memadukan biji-biji terbaik dari Flores Manggarai dan Dampit Mal..."
S-AUT-136-100-FIN,S-AUT-136,Midnight Autumn Edition,Autumn,Seasonal Blend,100g,Fine,38000,100,"Karakter earthy yang menenangkan, blend caramelized ini memadukan biji-biji terbaik dari Flores Manggarai dan Dampit Mal..."
S-AUT-136-100-XF,S-AUT-136,Midnight Autumn Edition,Autumn,Seasonal Blend,100g,Extra Fine,38500,100,"Karakter earthy yang menenangkan, blend caramelized ini memadukan biji-biji terbaik dari Flores Manggarai dan Dampit Mal..."
S-AUT-136-200-WB,S-AUT-136,Midnight Autumn Edition,Autumn,Seasonal Blend,200g,Whole Bean,62000,200,"Karakter earthy yang menenangkan, blend caramelized ini memadukan biji-biji terbaik dari Flores Manggarai dan Dampit Mal..."
S-AUT-136-200-CRS,S-AUT-136,Midnight Autumn Edition,Autumn,Seasonal Blend,200g,Coarse,64000,200,"Karakter earthy yang menenangkan, blend caramelized ini memadukan biji-biji terbaik dari Flores Manggarai dan Dampit Mal..."
S-AUT-136-200-MED,S-AUT-136,Midnight Autumn Edition,Autumn,Seasonal Blend,200g,Medium,64500,200,"Karakter earthy yang menenangkan, blend caramelized ini memadukan biji-biji terbaik dari Flores Manggarai dan Dampit Mal..."
S-AUT-136-200-FIN,S-AUT-136,Midnight Autumn Edition,Autumn,Seasonal Blend,200g,Fine,65000,200,"Karakter earthy yang menenangkan, blend caramelized ini memadukan biji-biji terbaik dari Flores Manggarai dan Dampit Mal..."
S-AUT-136-200-XF,S-AUT-136,Midnight Autumn Edition,Autumn,Seasonal Blend,200g,Extra Fine,65500,200,"Karakter earthy yang menenangkan, blend caramelized ini memadukan biji-biji terbaik dari Flores Manggarai dan Dampit Mal..."
S-AUT-136-500-WB,S-AUT-136,Midnight Autumn Edition,Autumn,Seasonal Blend,500g,Whole Bean,140000,500,"Karakter earthy yang menenangkan, blend caramelized ini memadukan biji-biji terbaik dari Flores Manggarai dan Dampit Mal..."
S-AUT-136-500-CRS,S-AUT-136,Midnight Autumn Edition,Autumn,Seasonal Blend,500g,Coarse,142000,500,"Karakter earthy yang menenangkan, blend caramelized ini memadukan biji-biji terbaik dari Flores Manggarai dan Dampit Mal..."
S-AUT-136-500-MED,S-AUT-136,Midnight Autumn Edition,Autumn,Seasonal Blend,500g,Medium,142500,500,"Karakter earthy yang menenangkan, blend caramelized ini memadukan biji-biji terbaik dari Flores Manggarai dan Dampit Mal..."
S-AUT-136-500-FIN,S-AUT-136,Midnight Autumn Edition,Autumn,Seasonal Blend,500g,Fine,143000,500,"Karakter earthy yang menenangkan, blend caramelized ini memadukan biji-biji terbaik dari Flores Manggarai dan Dampit Mal..."
S-AUT-136-500-XF,S-AUT-136,Midnight Autumn Edition,Autumn,Seasonal Blend,500g,Extra Fine,143500,500,"Karakter earthy yang menenangkan, blend caramelized ini memadukan biji-biji terbaik dari Flores Manggarai dan Dampit Mal..."
S-AUT-136-1K-WB,S-AUT-136,Midnight Autumn Edition,Autumn,Seasonal Blend,1kg,Whole Bean,255000,1000,"Karakter earthy yang menenangkan, blend caramelized ini memadukan biji-biji terbaik dari Flores Manggarai dan Dampit Mal..."
S-AUT-136-1K-CRS,S-AUT-136,Midnight Autumn Edition,Autumn,Seasonal Blend,1kg,Coarse,257000,1000,"Karakter earthy yang menenangkan, blend caramelized ini memadukan biji-biji terbaik dari Flores Manggarai dan Dampit Mal..."
S-AUT-136-1K-MED,S-AUT-136,Midnight Autumn Edition,Autumn,Seasonal Blend,1kg,Medium,257500,1000,"Karakter earthy yang menenangkan, blend caramelized ini memadukan biji-biji terbaik dari Flores Manggarai dan Dampit Mal..."
S-AUT-136-1K-FIN,S-AUT-136,Midnight Autumn Edition,Autumn,Seasonal Blend,1kg,Fine,258000,1000,"Karakter earthy yang menenangkan, blend caramelized ini memadukan biji-biji terbaik dari Flores Manggarai dan Dampit Mal..."
S-AUT-136-1K-XF,S-AUT-136,Midnight Autumn Edition,Autumn,Seasonal Blend,1kg,Extra Fine,258500,1000,"Karakter earthy yang menenangkan, blend caramelized ini memadukan biji-biji terbaik dari Flores Manggarai dan Dampit Mal..."
S-AUT-137-100-WB,S-AUT-137,Mystic Autumn Legacy,Autumn,Seasonal Blend,100g,Whole Bean,35000,100,"Hangat seperti senja musim gugur, blend rustic ini memadukan biji-biji terbaik dari Toraja Kalosi dan Mandheling dan Jav..."
S-AUT-137-100-CRS,S-AUT-137,Mystic Autumn Legacy,Autumn,Seasonal Blend,100g,Coarse,37000,100,"Hangat seperti senja musim gugur, blend rustic ini memadukan biji-biji terbaik dari Toraja Kalosi dan Mandheling dan Jav..."
S-AUT-137-100-MED,S-AUT-137,Mystic Autumn Legacy,Autumn,Seasonal Blend,100g,Medium,37500,100,"Hangat seperti senja musim gugur, blend rustic ini memadukan biji-biji terbaik dari Toraja Kalosi dan Mandheling dan Jav..."
S-AUT-137-100-FIN,S-AUT-137,Mystic Autumn Legacy,Autumn,Seasonal Blend,100g,Fine,38000,100,"Hangat seperti senja musim gugur, blend rustic ini memadukan biji-biji terbaik dari Toraja Kalosi dan Mandheling dan Jav..."
S-AUT-137-100-XF,S-AUT-137,Mystic Autumn Legacy,Autumn,Seasonal Blend,100g,Extra Fine,38500,100,"Hangat seperti senja musim gugur, blend rustic ini memadukan biji-biji terbaik dari Toraja Kalosi dan Mandheling dan Jav..."
S-AUT-137-200-WB,S-AUT-137,Mystic Autumn Legacy,Autumn,Seasonal Blend,200g,Whole Bean,62000,200,"Hangat seperti senja musim gugur, blend rustic ini memadukan biji-biji terbaik dari Toraja Kalosi dan Mandheling dan Jav..."
S-AUT-137-200-CRS,S-AUT-137,Mystic Autumn Legacy,Autumn,Seasonal Blend,200g,Coarse,64000,200,"Hangat seperti senja musim gugur, blend rustic ini memadukan biji-biji terbaik dari Toraja Kalosi dan Mandheling dan Jav..."
S-AUT-137-200-MED,S-AUT-137,Mystic Autumn Legacy,Autumn,Seasonal Blend,200g,Medium,64500,200,"Hangat seperti senja musim gugur, blend rustic ini memadukan biji-biji terbaik dari Toraja Kalosi dan Mandheling dan Jav..."
S-AUT-137-200-FIN,S-AUT-137,Mystic Autumn Legacy,Autumn,Seasonal Blend,200g,Fine,65000,200,"Hangat seperti senja musim gugur, blend rustic ini memadukan biji-biji terbaik dari Toraja Kalosi dan Mandheling dan Jav..."
S-AUT-137-200-XF,S-AUT-137,Mystic Autumn Legacy,Autumn,Seasonal Blend,200g,Extra Fine,65500,200,"Hangat seperti senja musim gugur, blend rustic ini memadukan biji-biji terbaik dari Toraja Kalosi dan Mandheling dan Jav..."
S-AUT-137-500-WB,S-AUT-137,Mystic Autumn Legacy,Autumn,Seasonal Blend,500g,Whole Bean,140000,500,"Hangat seperti senja musim gugur, blend rustic ini memadukan biji-biji terbaik dari Toraja Kalosi dan Mandheling dan Jav..."
S-AUT-137-500-CRS,S-AUT-137,Mystic Autumn Legacy,Autumn,Seasonal Blend,500g,Coarse,142000,500,"Hangat seperti senja musim gugur, blend rustic ini memadukan biji-biji terbaik dari Toraja Kalosi dan Mandheling dan Jav..."
S-AUT-137-500-MED,S-AUT-137,Mystic Autumn Legacy,Autumn,Seasonal Blend,500g,Medium,142500,500,"Hangat seperti senja musim gugur, blend rustic ini memadukan biji-biji terbaik dari Toraja Kalosi dan Mandheling dan Jav..."
S-AUT-137-500-FIN,S-AUT-137,Mystic Autumn Legacy,Autumn,Seasonal Blend,500g,Fine,143000,500,"Hangat seperti senja musim gugur, blend rustic ini memadukan biji-biji terbaik dari Toraja Kalosi dan Mandheling dan Jav..."
S-AUT-137-500-XF,S-AUT-137,Mystic Autumn Legacy,Autumn,Seasonal Blend,500g,Extra Fine,143500,500,"Hangat seperti senja musim gugur, blend rustic ini memadukan biji-biji terbaik dari Toraja Kalosi dan Mandheling dan Jav..."
S-AUT-137-1K-WB,S-AUT-137,Mystic Autumn Legacy,Autumn,Seasonal Blend,1kg,Whole Bean,255000,1000,"Hangat seperti senja musim gugur, blend rustic ini memadukan biji-biji terbaik dari Toraja Kalosi dan Mandheling dan Jav..."
S-AUT-137-1K-CRS,S-AUT-137,Mystic Autumn Legacy,Autumn,Seasonal Blend,1kg,Coarse,257000,1000,"Hangat seperti senja musim gugur, blend rustic ini memadukan biji-biji terbaik dari Toraja Kalosi dan Mandheling dan Jav..."
S-AUT-137-1K-MED,S-AUT-137,Mystic Autumn Legacy,Autumn,Seasonal Blend,1kg,Medium,257500,1000,"Hangat seperti senja musim gugur, blend rustic ini memadukan biji-biji terbaik dari Toraja Kalosi dan Mandheling dan Jav..."
S-AUT-137-1K-FIN,S-AUT-137,Mystic Autumn Legacy,Autumn,Seasonal Blend,1kg,Fine,258000,1000,"Hangat seperti senja musim gugur, blend rustic ini memadukan biji-biji terbaik dari Toraja Kalosi dan Mandheling dan Jav..."
S-AUT-137-1K-XF,S-AUT-137,Mystic Autumn Legacy,Autumn,Seasonal Blend,1kg,Extra Fine,258500,1000,"Hangat seperti senja musim gugur, blend rustic ini memadukan biji-biji terbaik dari Toraja Kalosi dan Mandheling dan Jav..."
S-AUT-138-100-WB,S-AUT-138,Dawn Autumn Edition,Autumn,Seasonal Blend,100g,Whole Bean,35000,100,"Karakter earthy yang menenangkan, blend earthy ini memadukan biji-biji terbaik dari Kerinci Kayu Aro dan Aceh Gayo. Dipr..."
S-AUT-138-100-CRS,S-AUT-138,Dawn Autumn Edition,Autumn,Seasonal Blend,100g,Coarse,37000,100,"Karakter earthy yang menenangkan, blend earthy ini memadukan biji-biji terbaik dari Kerinci Kayu Aro dan Aceh Gayo. Dipr..."
S-AUT-138-100-MED,S-AUT-138,Dawn Autumn Edition,Autumn,Seasonal Blend,100g,Medium,37500,100,"Karakter earthy yang menenangkan, blend earthy ini memadukan biji-biji terbaik dari Kerinci Kayu Aro dan Aceh Gayo. Dipr..."
S-AUT-138-100-FIN,S-AUT-138,Dawn Autumn Edition,Autumn,Seasonal Blend,100g,Fine,38000,100,"Karakter earthy yang menenangkan, blend earthy ini memadukan biji-biji terbaik dari Kerinci Kayu Aro dan Aceh Gayo. Dipr..."
S-AUT-138-100-XF,S-AUT-138,Dawn Autumn Edition,Autumn,Seasonal Blend,100g,Extra Fine,38500,100,"Karakter earthy yang menenangkan, blend earthy ini memadukan biji-biji terbaik dari Kerinci Kayu Aro dan Aceh Gayo. Dipr..."
S-AUT-138-200-WB,S-AUT-138,Dawn Autumn Edition,Autumn,Seasonal Blend,200g,Whole Bean,62000,200,"Karakter earthy yang menenangkan, blend earthy ini memadukan biji-biji terbaik dari Kerinci Kayu Aro dan Aceh Gayo. Dipr..."
S-AUT-138-200-CRS,S-AUT-138,Dawn Autumn Edition,Autumn,Seasonal Blend,200g,Coarse,64000,200,"Karakter earthy yang menenangkan, blend earthy ini memadukan biji-biji terbaik dari Kerinci Kayu Aro dan Aceh Gayo. Dipr..."
S-AUT-138-200-MED,S-AUT-138,Dawn Autumn Edition,Autumn,Seasonal Blend,200g,Medium,64500,200,"Karakter earthy yang menenangkan, blend earthy ini memadukan biji-biji terbaik dari Kerinci Kayu Aro dan Aceh Gayo. Dipr..."
S-AUT-138-200-FIN,S-AUT-138,Dawn Autumn Edition,Autumn,Seasonal Blend,200g,Fine,65000,200,"Karakter earthy yang menenangkan, blend earthy ini memadukan biji-biji terbaik dari Kerinci Kayu Aro dan Aceh Gayo. Dipr..."
S-AUT-138-200-XF,S-AUT-138,Dawn Autumn Edition,Autumn,Seasonal Blend,200g,Extra Fine,65500,200,"Karakter earthy yang menenangkan, blend earthy ini memadukan biji-biji terbaik dari Kerinci Kayu Aro dan Aceh Gayo. Dipr..."
S-AUT-138-500-WB,S-AUT-138,Dawn Autumn Edition,Autumn,Seasonal Blend,500g,Whole Bean,140000,500,"Karakter earthy yang menenangkan, blend earthy ini memadukan biji-biji terbaik dari Kerinci Kayu Aro dan Aceh Gayo. Dipr..."
S-AUT-138-500-CRS,S-AUT-138,Dawn Autumn Edition,Autumn,Seasonal Blend,500g,Coarse,142000,500,"Karakter earthy yang menenangkan, blend earthy ini memadukan biji-biji terbaik dari Kerinci Kayu Aro dan Aceh Gayo. Dipr..."
S-AUT-138-500-MED,S-AUT-138,Dawn Autumn Edition,Autumn,Seasonal Blend,500g,Medium,142500,500,"Karakter earthy yang menenangkan, blend earthy ini memadukan biji-biji terbaik dari Kerinci Kayu Aro dan Aceh Gayo. Dipr..."
S-AUT-138-500-FIN,S-AUT-138,Dawn Autumn Edition,Autumn,Seasonal Blend,500g,Fine,143000,500,"Karakter earthy yang menenangkan, blend earthy ini memadukan biji-biji terbaik dari Kerinci Kayu Aro dan Aceh Gayo. Dipr..."
S-AUT-138-500-XF,S-AUT-138,Dawn Autumn Edition,Autumn,Seasonal Blend,500g,Extra Fine,143500,500,"Karakter earthy yang menenangkan, blend earthy ini memadukan biji-biji terbaik dari Kerinci Kayu Aro dan Aceh Gayo. Dipr..."
S-AUT-138-1K-WB,S-AUT-138,Dawn Autumn Edition,Autumn,Seasonal Blend,1kg,Whole Bean,255000,1000,"Karakter earthy yang menenangkan, blend earthy ini memadukan biji-biji terbaik dari Kerinci Kayu Aro dan Aceh Gayo. Dipr..."
S-AUT-138-1K-CRS,S-AUT-138,Dawn Autumn Edition,Autumn,Seasonal Blend,1kg,Coarse,257000,1000,"Karakter earthy yang menenangkan, blend earthy ini memadukan biji-biji terbaik dari Kerinci Kayu Aro dan Aceh Gayo. Dipr..."
S-AUT-138-1K-MED,S-AUT-138,Dawn Autumn Edition,Autumn,Seasonal Blend,1kg,Medium,257500,1000,"Karakter earthy yang menenangkan, blend earthy ini memadukan biji-biji terbaik dari Kerinci Kayu Aro dan Aceh Gayo. Dipr..."
S-AUT-138-1K-FIN,S-AUT-138,Dawn Autumn Edition,Autumn,Seasonal Blend,1kg,Fine,258000,1000,"Karakter earthy yang menenangkan, blend earthy ini memadukan biji-biji terbaik dari Kerinci Kayu Aro dan Aceh Gayo. Dipr..."
S-AUT-138-1K-XF,S-AUT-138,Dawn Autumn Edition,Autumn,Seasonal Blend,1kg,Extra Fine,258500,1000,"Karakter earthy yang menenangkan, blend earthy ini memadukan biji-biji terbaik dari Kerinci Kayu Aro dan Aceh Gayo. Dipr..."
S-AUT-139-100-WB,S-AUT-139,Amber Autumn Reserve,Autumn,Seasonal Blend,100g,Whole Bean,35000,100,"Karakter earthy yang menenangkan, blend mellow ini memadukan biji-biji terbaik dari Flores Manggarai dan Java Manglayang..."
S-AUT-139-100-CRS,S-AUT-139,Amber Autumn Reserve,Autumn,Seasonal Blend,100g,Coarse,37000,100,"Karakter earthy yang menenangkan, blend mellow ini memadukan biji-biji terbaik dari Flores Manggarai dan Java Manglayang..."
S-AUT-139-100-MED,S-AUT-139,Amber Autumn Reserve,Autumn,Seasonal Blend,100g,Medium,37500,100,"Karakter earthy yang menenangkan, blend mellow ini memadukan biji-biji terbaik dari Flores Manggarai dan Java Manglayang..."
S-AUT-139-100-FIN,S-AUT-139,Amber Autumn Reserve,Autumn,Seasonal Blend,100g,Fine,38000,100,"Karakter earthy yang menenangkan, blend mellow ini memadukan biji-biji terbaik dari Flores Manggarai dan Java Manglayang..."
S-AUT-139-100-XF,S-AUT-139,Amber Autumn Reserve,Autumn,Seasonal Blend,100g,Extra Fine,38500,100,"Karakter earthy yang menenangkan, blend mellow ini memadukan biji-biji terbaik dari Flores Manggarai dan Java Manglayang..."
S-AUT-139-200-WB,S-AUT-139,Amber Autumn Reserve,Autumn,Seasonal Blend,200g,Whole Bean,62000,200,"Karakter earthy yang menenangkan, blend mellow ini memadukan biji-biji terbaik dari Flores Manggarai dan Java Manglayang..."
S-AUT-139-200-CRS,S-AUT-139,Amber Autumn Reserve,Autumn,Seasonal Blend,200g,Coarse,64000,200,"Karakter earthy yang menenangkan, blend mellow ini memadukan biji-biji terbaik dari Flores Manggarai dan Java Manglayang..."
S-AUT-139-200-MED,S-AUT-139,Amber Autumn Reserve,Autumn,Seasonal Blend,200g,Medium,64500,200,"Karakter earthy yang menenangkan, blend mellow ini memadukan biji-biji terbaik dari Flores Manggarai dan Java Manglayang..."
S-AUT-139-200-FIN,S-AUT-139,Amber Autumn Reserve,Autumn,Seasonal Blend,200g,Fine,65000,200,"Karakter earthy yang menenangkan, blend mellow ini memadukan biji-biji terbaik dari Flores Manggarai dan Java Manglayang..."
S-AUT-139-200-XF,S-AUT-139,Amber Autumn Reserve,Autumn,Seasonal Blend,200g,Extra Fine,65500,200,"Karakter earthy yang menenangkan, blend mellow ini memadukan biji-biji terbaik dari Flores Manggarai dan Java Manglayang..."
S-AUT-139-500-WB,S-AUT-139,Amber Autumn Reserve,Autumn,Seasonal Blend,500g,Whole Bean,140000,500,"Karakter earthy yang menenangkan, blend mellow ini memadukan biji-biji terbaik dari Flores Manggarai dan Java Manglayang..."
S-AUT-139-500-CRS,S-AUT-139,Amber Autumn Reserve,Autumn,Seasonal Blend,500g,Coarse,142000,500,"Karakter earthy yang menenangkan, blend mellow ini memadukan biji-biji terbaik dari Flores Manggarai dan Java Manglayang..."
S-AUT-139-500-MED,S-AUT-139,Amber Autumn Reserve,Autumn,Seasonal Blend,500g,Medium,142500,500,"Karakter earthy yang menenangkan, blend mellow ini memadukan biji-biji terbaik dari Flores Manggarai dan Java Manglayang..."
S-AUT-139-500-FIN,S-AUT-139,Amber Autumn Reserve,Autumn,Seasonal Blend,500g,Fine,143000,500,"Karakter earthy yang menenangkan, blend mellow ini memadukan biji-biji terbaik dari Flores Manggarai dan Java Manglayang..."
S-AUT-139-500-XF,S-AUT-139,Amber Autumn Reserve,Autumn,Seasonal Blend,500g,Extra Fine,143500,500,"Karakter earthy yang menenangkan, blend mellow ini memadukan biji-biji terbaik dari Flores Manggarai dan Java Manglayang..."
S-AUT-139-1K-WB,S-AUT-139,Amber Autumn Reserve,Autumn,Seasonal Blend,1kg,Whole Bean,255000,1000,"Karakter earthy yang menenangkan, blend mellow ini memadukan biji-biji terbaik dari Flores Manggarai dan Java Manglayang..."
S-AUT-139-1K-CRS,S-AUT-139,Amber Autumn Reserve,Autumn,Seasonal Blend,1kg,Coarse,257000,1000,"Karakter earthy yang menenangkan, blend mellow ini memadukan biji-biji terbaik dari Flores Manggarai dan Java Manglayang..."
S-AUT-139-1K-MED,S-AUT-139,Amber Autumn Reserve,Autumn,Seasonal Blend,1kg,Medium,257500,1000,"Karakter earthy yang menenangkan, blend mellow ini memadukan biji-biji terbaik dari Flores Manggarai dan Java Manglayang..."
S-AUT-139-1K-FIN,S-AUT-139,Amber Autumn Reserve,Autumn,Seasonal Blend,1kg,Fine,258000,1000,"Karakter earthy yang menenangkan, blend mellow ini memadukan biji-biji terbaik dari Flores Manggarai dan Java Manglayang..."
S-AUT-139-1K-XF,S-AUT-139,Amber Autumn Reserve,Autumn,Seasonal Blend,1kg,Extra Fine,258500,1000,"Karakter earthy yang menenangkan, blend mellow ini memadukan biji-biji terbaik dari Flores Manggarai dan Java Manglayang..."
S-AUT-140-100-WB,S-AUT-140,Midnight Autumn Chapter,Autumn,Seasonal Blend,100g,Whole Bean,35000,100,"Karakter earthy yang menenangkan, blend warm ini memadukan biji-biji terbaik dari Bali Ulian dan Java Sindoro dan Java P..."
S-AUT-140-100-CRS,S-AUT-140,Midnight Autumn Chapter,Autumn,Seasonal Blend,100g,Coarse,37000,100,"Karakter earthy yang menenangkan, blend warm ini memadukan biji-biji terbaik dari Bali Ulian dan Java Sindoro dan Java P..."
S-AUT-140-100-MED,S-AUT-140,Midnight Autumn Chapter,Autumn,Seasonal Blend,100g,Medium,37500,100,"Karakter earthy yang menenangkan, blend warm ini memadukan biji-biji terbaik dari Bali Ulian dan Java Sindoro dan Java P..."
S-AUT-140-100-FIN,S-AUT-140,Midnight Autumn Chapter,Autumn,Seasonal Blend,100g,Fine,38000,100,"Karakter earthy yang menenangkan, blend warm ini memadukan biji-biji terbaik dari Bali Ulian dan Java Sindoro dan Java P..."
S-AUT-140-100-XF,S-AUT-140,Midnight Autumn Chapter,Autumn,Seasonal Blend,100g,Extra Fine,38500,100,"Karakter earthy yang menenangkan, blend warm ini memadukan biji-biji terbaik dari Bali Ulian dan Java Sindoro dan Java P..."
S-AUT-140-200-WB,S-AUT-140,Midnight Autumn Chapter,Autumn,Seasonal Blend,200g,Whole Bean,62000,200,"Karakter earthy yang menenangkan, blend warm ini memadukan biji-biji terbaik dari Bali Ulian dan Java Sindoro dan Java P..."
S-AUT-140-200-CRS,S-AUT-140,Midnight Autumn Chapter,Autumn,Seasonal Blend,200g,Coarse,64000,200,"Karakter earthy yang menenangkan, blend warm ini memadukan biji-biji terbaik dari Bali Ulian dan Java Sindoro dan Java P..."
S-AUT-140-200-MED,S-AUT-140,Midnight Autumn Chapter,Autumn,Seasonal Blend,200g,Medium,64500,200,"Karakter earthy yang menenangkan, blend warm ini memadukan biji-biji terbaik dari Bali Ulian dan Java Sindoro dan Java P..."
S-AUT-140-200-FIN,S-AUT-140,Midnight Autumn Chapter,Autumn,Seasonal Blend,200g,Fine,65000,200,"Karakter earthy yang menenangkan, blend warm ini memadukan biji-biji terbaik dari Bali Ulian dan Java Sindoro dan Java P..."
S-AUT-140-200-XF,S-AUT-140,Midnight Autumn Chapter,Autumn,Seasonal Blend,200g,Extra Fine,65500,200,"Karakter earthy yang menenangkan, blend warm ini memadukan biji-biji terbaik dari Bali Ulian dan Java Sindoro dan Java P..."
S-AUT-140-500-WB,S-AUT-140,Midnight Autumn Chapter,Autumn,Seasonal Blend,500g,Whole Bean,140000,500,"Karakter earthy yang menenangkan, blend warm ini memadukan biji-biji terbaik dari Bali Ulian dan Java Sindoro dan Java P..."
S-AUT-140-500-CRS,S-AUT-140,Midnight Autumn Chapter,Autumn,Seasonal Blend,500g,Coarse,142000,500,"Karakter earthy yang menenangkan, blend warm ini memadukan biji-biji terbaik dari Bali Ulian dan Java Sindoro dan Java P..."
S-AUT-140-500-MED,S-AUT-140,Midnight Autumn Chapter,Autumn,Seasonal Blend,500g,Medium,142500,500,"Karakter earthy yang menenangkan, blend warm ini memadukan biji-biji terbaik dari Bali Ulian dan Java Sindoro dan Java P..."
S-AUT-140-500-FIN,S-AUT-140,Midnight Autumn Chapter,Autumn,Seasonal Blend,500g,Fine,143000,500,"Karakter earthy yang menenangkan, blend warm ini memadukan biji-biji terbaik dari Bali Ulian dan Java Sindoro dan Java P..."
S-AUT-140-500-XF,S-AUT-140,Midnight Autumn Chapter,Autumn,Seasonal Blend,500g,Extra Fine,143500,500,"Karakter earthy yang menenangkan, blend warm ini memadukan biji-biji terbaik dari Bali Ulian dan Java Sindoro dan Java P..."
S-AUT-140-1K-WB,S-AUT-140,Midnight Autumn Chapter,Autumn,Seasonal Blend,1kg,Whole Bean,255000,1000,"Karakter earthy yang menenangkan, blend warm ini memadukan biji-biji terbaik dari Bali Ulian dan Java Sindoro dan Java P..."
S-AUT-140-1K-CRS,S-AUT-140,Midnight Autumn Chapter,Autumn,Seasonal Blend,1kg,Coarse,257000,1000,"Karakter earthy yang menenangkan, blend warm ini memadukan biji-biji terbaik dari Bali Ulian dan Java Sindoro dan Java P..."
S-AUT-140-1K-MED,S-AUT-140,Midnight Autumn Chapter,Autumn,Seasonal Blend,1kg,Medium,257500,1000,"Karakter earthy yang menenangkan, blend warm ini memadukan biji-biji terbaik dari Bali Ulian dan Java Sindoro dan Java P..."
S-AUT-140-1K-FIN,S-AUT-140,Midnight Autumn Chapter,Autumn,Seasonal Blend,1kg,Fine,258000,1000,"Karakter earthy yang menenangkan, blend warm ini memadukan biji-biji terbaik dari Bali Ulian dan Java Sindoro dan Java P..."
S-AUT-140-1K-XF,S-AUT-140,Midnight Autumn Chapter,Autumn,Seasonal Blend,1kg,Extra Fine,258500,1000,"Karakter earthy yang menenangkan, blend warm ini memadukan biji-biji terbaik dari Bali Ulian dan Java Sindoro dan Java P..."
S-AUT-141-100-WB,S-AUT-141,Volcano Autumn Chapter,Autumn,Seasonal Blend,100g,Whole Bean,35000,100,"Karakter earthy yang menenangkan, blend warm ini memadukan biji-biji terbaik dari Solok Radjo dan Sidikalang dan Lintong..."
S-AUT-141-100-CRS,S-AUT-141,Volcano Autumn Chapter,Autumn,Seasonal Blend,100g,Coarse,37000,100,"Karakter earthy yang menenangkan, blend warm ini memadukan biji-biji terbaik dari Solok Radjo dan Sidikalang dan Lintong..."
S-AUT-141-100-MED,S-AUT-141,Volcano Autumn Chapter,Autumn,Seasonal Blend,100g,Medium,37500,100,"Karakter earthy yang menenangkan, blend warm ini memadukan biji-biji terbaik dari Solok Radjo dan Sidikalang dan Lintong..."
S-AUT-141-100-FIN,S-AUT-141,Volcano Autumn Chapter,Autumn,Seasonal Blend,100g,Fine,38000,100,"Karakter earthy yang menenangkan, blend warm ini memadukan biji-biji terbaik dari Solok Radjo dan Sidikalang dan Lintong..."
S-AUT-141-100-XF,S-AUT-141,Volcano Autumn Chapter,Autumn,Seasonal Blend,100g,Extra Fine,38500,100,"Karakter earthy yang menenangkan, blend warm ini memadukan biji-biji terbaik dari Solok Radjo dan Sidikalang dan Lintong..."
S-AUT-141-200-WB,S-AUT-141,Volcano Autumn Chapter,Autumn,Seasonal Blend,200g,Whole Bean,62000,200,"Karakter earthy yang menenangkan, blend warm ini memadukan biji-biji terbaik dari Solok Radjo dan Sidikalang dan Lintong..."
