child_sku,parent_sku,nama_blend,season,season_universe,kategori,ukuran,grind_size,harga_idr,berat_bersih_g,deskripsi_singkat
S-AUT-037-200-FIN,S-AUT-037,Rusted Sextant,Autumn,The Amber Descent,Seasonal Blend,200g,Fine,65000,200,"Ditemukan dalam catatan perjalanan seorang penjelajah tua, blend ini mempertemukan biji-biji dari Java Puntang serta Dampit Malang..."
S-AUT-037-200-XF,S-AUT-037,Rusted Sextant,Autumn,The Amber Descent,Seasonal Blend,200g,Extra Fine,65500,200,"Ditemukan dalam catatan perjalanan seorang penjelajah tua, blend ini mempertemukan biji-biji dari Java Puntang serta Dampit Malang..."
S-AUT-037-500-WB,S-AUT-037,Rusted Sextant,Autumn,The Amber Descent,Seasonal Blend,500g,Whole Bean,140000,500,"Ditemukan dalam catatan perjalanan seorang penjelajah tua, blend ini mempertemukan biji-biji dari Java Puntang serta Dampit Malang..."
S-AUT-037-500-CRS,S-AUT-037,Rusted Sextant,Autumn,The Amber Descent,Seasonal Blend,500g,Coarse,142000,500,"Ditemukan dalam catatan perjalanan seorang penjelajah tua, blend ini mempertemukan biji-biji dari Java Puntang serta Dampit Malang..."
S-AUT-037-500-MED,S-AUT-037,Rusted Sextant,Autumn,The Amber Descent,Seasonal Blend,500g,Medium,142500,500,"Ditemukan dalam catatan perjalanan seorang penjelajah tua, blend ini mempertemukan biji-biji dari Java Puntang serta Dampit Malang..."
S-AUT-037-500-FIN,S-AUT-037,Rusted Sextant,Autumn,The Amber Descent,Seasonal Blend,500g,Fine,143000,500,"Ditemukan dalam catatan perjalanan seorang penjelajah tua, blend ini mempertemukan biji-biji dari Java Puntang serta Dampit Malang..."
S-AUT-037-500-XF,S-AUT-037,Rusted Sextant,Autumn,The Amber Descent,Seasonal Blend,500g,Extra Fine,143500,500,"Ditemukan dalam catatan perjalanan seorang penjelajah tua, blend ini mempertemukan biji-biji dari Java Puntang serta Dampit Malang..."
S-AUT-037-1K-WB,S-AUT-037,Rusted Sextant,Autumn,The Amber Descent,Seasonal Blend,1kg,Whole Bean,255000,1000,"Ditemukan dalam catatan perjalanan seorang penjelajah tua, blend ini mempertemukan biji-biji dari Java Puntang serta Dampit Malang..."
S-AUT-037-1K-CRS,S-AUT-037,Rusted Sextant,Autumn,The Amber Descent,Seasonal Blend,1kg,Coarse,257000,1000,"Ditemukan dalam catatan perjalanan seorang penjelajah tua, blend ini mempertemukan biji-biji dari Java Puntang serta Dampit Malang..."
S-AUT-037-1K-MED,S-AUT-037,Rusted Sextant,Autumn,The Amber Descent,Seasonal Blend,1kg,Medium,257500,1000,"Ditemukan dalam catatan perjalanan seorang penjelajah tua, blend ini mempertemukan biji-biji dari Java Puntang serta Dampit Malang..."
S-AUT-037-1K-FIN,S-AUT-037,Rusted Sextant,Autumn,The Amber Descent,Seasonal Blend,1kg,Fine,258000,1000,"Ditemukan dalam catatan perjalanan seorang penjelajah tua, blend ini mempertemukan biji-biji dari Java Puntang serta Dampit Malang..."
S-AUT-037-1K-XF,S-AUT-037,Rusted Sextant,Autumn,The Amber Descent,Seasonal Blend,1kg,Extra Fine,258500,1000,"Ditemukan dalam catatan perjalanan seorang penjelajah tua, blend ini mempertemukan biji-biji dari Java Puntang serta Dampit Malang..."
S-AUT-038-100-WB,S-AUT-038,Burnished Chronometer,Autumn,The Amber Descent,Seasonal Blend,100g,Whole Bean,35000,100,"Ditemukan dalam catatan perjalanan seorang penjelajah tua, blend ini mempertemukan biji-biji dari Java Manglayang serta Toraja Sap..."
S-AUT-038-100-CRS,S-AUT-038,Burnished Chronometer,Autumn,The Amber Descent,Seasonal Blend,100g,Coarse,37000,100,"Ditemukan dalam catatan perjalanan seorang penjelajah tua, blend ini mempertemukan biji-biji dari Java Manglayang serta Toraja Sap..."
S-AUT-038-100-MED,S-AUT-038,Burnished Chronometer,Autumn,The Amber Descent,Seasonal Blend,100g,Medium,37500,100,"Ditemukan dalam catatan perjalanan seorang penjelajah tua, blend ini mempertemukan biji-biji dari Java Manglayang serta Toraja Sap..."
S-AUT-038-100-FIN,S-AUT-038,Burnished Chronometer,Autumn,The Amber Descent,Seasonal Blend,100g,Fine,38000,100,"Ditemukan dalam catatan perjalanan seorang penjelajah tua, blend ini mempertemukan biji-biji dari Java Manglayang serta Toraja Sap..."
S-AUT-038-100-XF,S-AUT-038,Burnished Chronometer,Autumn,The Amber Descent,Seasonal Blend,100g,Extra Fine,38500,100,"Ditemukan dalam catatan perjalanan seorang penjelajah tua, blend ini mempertemukan biji-biji dari Java Manglayang serta Toraja Sap..."
S-AUT-038-200-WB,S-AUT-038,Burnished Chronometer,Autumn,The Amber Descent,Seasonal Blend,200g,Whole Bean,62000,200,"Ditemukan dalam catatan perjalanan seorang penjelajah tua, blend ini mempertemukan biji-biji dari Java Manglayang serta Toraja Sap..."
S-AUT-038-200-CRS,S-AUT-038,Burnished Chronometer,Autumn,The Amber Descent,Seasonal Blend,200g,Coarse,64000,200,"Ditemukan dalam catatan perjalanan seorang penjelajah tua, blend ini mempertemukan biji-biji dari Java Manglayang serta Toraja Sap..."
S-AUT-038-200-MED,S-AUT-038,Burnished Chronometer,Autumn,The Amber Descent,Seasonal Blend,200g,Medium,64500,200,"Ditemukan dalam catatan perjalanan seorang penjelajah tua, blend ini mempertemukan biji-biji dari Java Manglayang serta Toraja Sap..."
S-AUT-038-200-FIN,S-AUT-038,Burnished Chronometer,Autumn,The Amber Descent,Seasonal Blend,200g,Fine,65000,200,"Ditemukan dalam catatan perjalanan seorang penjelajah tua, blend ini mempertemukan biji-biji dari Java Manglayang serta Toraja Sap..."
S-AUT-038-200-XF,S-AUT-038,Burnished Chronometer,Autumn,The Amber Descent,Seasonal Blend,200g,Extra Fine,65500,200,"Ditemukan dalam catatan perjalanan seorang penjelajah tua, blend ini mempertemukan biji-biji dari Java Manglayang serta Toraja Sap..."
S-AUT-038-500-WB,S-AUT-038,Burnished Chronometer,Autumn,The Amber Descent,Seasonal Blend,500g,Whole Bean,140000,500,"Ditemukan dalam catatan perjalanan seorang penjelajah tua, blend ini mempertemukan biji-biji dari Java Manglayang serta Toraja Sap..."
S-AUT-038-500-CRS,S-AUT-038,Burnished Chronometer,Autumn,The Amber Descent,Seasonal Blend,500g,Coarse,142000,500,"Ditemukan dalam catatan perjalanan seorang penjelajah tua, blend ini mempertemukan biji-biji dari Java Manglayang serta Toraja Sap..."
S-AUT-038-500-MED,S-AUT-038,Burnished Chronometer,Autumn,The Amber Descent,Seasonal Blend,500g,Medium,142500,500,"Ditemukan dalam catatan perjalanan seorang penjelajah tua, blend ini mempertemukan biji-biji dari Java Manglayang serta Toraja Sap..."
S-AUT-038-500-FIN,S-AUT-038,Burnished Chronometer,Autumn,The Amber Descent,Seasonal Blend,500g,Fine,143000,500,"Ditemukan dalam catatan perjalanan seorang penjelajah tua, blend ini mempertemukan biji-biji dari Java Manglayang serta Toraja Sap..."
S-AUT-038-500-XF,S-AUT-038,Burnished Chronometer,Autumn,The Amber Descent,Seasonal Blend,500g,Extra Fine,143500,500,"Ditemukan dalam catatan perjalanan seorang penjelajah tua, blend ini mempertemukan biji-biji dari Java Manglayang serta Toraja Sap..."
S-AUT-038-1K-WB,S-AUT-038,Burnished Chronometer,Autumn,The Amber Descent,Seasonal Blend,1kg,Whole Bean,255000,1000,"Ditemukan dalam catatan perjalanan seorang penjelajah tua, blend ini mempertemukan biji-biji dari Java Manglayang serta Toraja Sap..."
S-AUT-038-1K-CRS,S-AUT-038,Burnished Chronometer,Autumn,The Amber Descent,Seasonal Blend,1kg,Coarse,257000,1000,"Ditemukan dalam catatan perjalanan seorang penjelajah tua, blend ini mempertemukan biji-biji dari Java Manglayang serta Toraja Sap..."
S-AUT-038-1K-MED,S-AUT-038,Burnished Chronometer,Autumn,The Amber Descent,Seasonal Blend,1kg,Medium,257500,1000,"Ditemukan dalam catatan perjalanan seorang penjelajah tua, blend ini mempertemukan biji-biji dari Java Manglayang serta Toraja Sap..."
S-AUT-038-1K-FIN,S-AUT-038,Burnished Chronometer,Autumn,The Amber Descent,Seasonal Blend,1kg,Fine,258000,1000,"Ditemukan dalam catatan perjalanan seorang penjelajah tua, blend ini mempertemukan biji-biji dari Java Manglayang serta Toraja Sap..."
S-AUT-038-1K-XF,S-AUT-038,Burnished Chronometer,Autumn,The Amber Descent,Seasonal Blend,1kg,Extra Fine,258500,1000,"Ditemukan dalam catatan perjalanan seorang penjelajah tua, blend ini mempertemukan biji-biji dari Java Manglayang serta Toraja Sap..."
S-AUT-039-100-WB,S-AUT-039,Worn Hammer,Autumn,The Amber Descent,Seasonal Blend,100g,Whole Bean,35000,100,"Terekam dalam logbook yang lusuh namun tak pernah salah, blend ini mempertemukan biji-biji dari Sembalun Rinjani serta Java Preang..."
S-AUT-039-100-CRS,S-AUT-039,Worn Hammer,Autumn,The Amber Descent,Seasonal Blend,100g,Coarse,37000,100,"Terekam dalam logbook yang lusuh namun tak pernah salah, blend ini mempertemukan biji-biji dari Sembalun Rinjani serta Java Preang..."
S-AUT-039-100-MED,S-AUT-039,Worn Hammer,Autumn,The Amber Descent,Seasonal Blend,100g,Medium,37500,100,"Terekam dalam logbook yang lusuh namun tak pernah salah, blend ini mempertemukan biji-biji dari Sembalun Rinjani serta Java Preang..."
S-AUT-039-100-FIN,S-AUT-039,Worn Hammer,Autumn,The Amber Descent,Seasonal Blend,100g,Fine,38000,100,"Terekam dalam logbook yang lusuh namun tak pernah salah, blend ini mempertemukan biji-biji dari Sembalun Rinjani serta Java Preang..."
S-AUT-039-100-XF,S-AUT-039,Worn Hammer,Autumn,The Amber Descent,Seasonal Blend,100g,Extra Fine,38500,100,"Terekam dalam logbook yang lusuh namun tak pernah salah, blend ini mempertemukan biji-biji dari Sembalun Rinjani serta Java Preang..."
S-AUT-039-200-WB,S-AUT-039,Worn Hammer,Autumn,The Amber Descent,Seasonal Blend,200g,Whole Bean,62000,200,"Terekam dalam logbook yang lusuh namun tak pernah salah, blend ini mempertemukan biji-biji dari Sembalun Rinjani serta Java Preang..."
S-AUT-039-200-CRS,S-AUT-039,Worn Hammer,Autumn,The Amber Descent,Seasonal Blend,200g,Coarse,64000,200,"Terekam dalam logbook yang lusuh namun tak pernah salah, blend ini mempertemukan biji-biji dari Sembalun Rinjani serta Java Preang..."
S-AUT-039-200-MED,S-AUT-039,Worn Hammer,Autumn,The Amber Descent,Seasonal Blend,200g,Medium,64500,200,"Terekam dalam logbook yang lusuh namun tak pernah salah, blend ini mempertemukan biji-biji dari Sembalun Rinjani serta Java Preang..."
S-AUT-039-200-FIN,S-AUT-039,Worn Hammer,Autumn,The Amber Descent,Seasonal Blend,200g,Fine,65000,200,"Terekam dalam logbook yang lusuh namun tak pernah salah, blend ini mempertemukan biji-biji dari Sembalun Rinjani serta Java Preang..."
S-AUT-039-200-XF,S-AUT-039,Worn Hammer,Autumn,The Amber Descent,Seasonal Blend,200g,Extra Fine,65500,200,"Terekam dalam logbook yang lusuh namun tak pernah salah, blend ini mempertemukan biji-biji dari Sembalun Rinjani serta Java Preang..."
S-AUT-039-500-WB,S-AUT-039,Worn Hammer,Autumn,The Amber Descent,Seasonal Blend,500g,Whole Bean,140000,500,"Terekam dalam logbook yang lusuh namun tak pernah salah, blend ini mempertemukan biji-biji dari Sembalun Rinjani serta Java Preang..."
S-AUT-039-500-CRS,S-AUT-039,Worn Hammer,Autumn,The Amber Descent,Seasonal Blend,500g,Coarse,142000,500,"Terekam dalam logbook yang lusuh namun tak pernah salah, blend ini mempertemukan biji-biji dari Sembalun Rinjani serta Java Preang..."
S-AUT-039-500-MED,S-AUT-039,Worn Hammer,Autumn,The Amber Descent,Seasonal Blend,500g,Medium,142500,500,"Terekam dalam logbook yang lusuh namun tak pernah salah, blend ini mempertemukan biji-biji dari Sembalun Rinjani serta Java Preang..."
S-AUT-039-500-FIN,S-AUT-039,Worn Hammer,Autumn,The Amber Descent,Seasonal Blend,500g,Fine,143000,500,"Terekam dalam logbook yang lusuh namun tak pernah salah, blend ini mempertemukan biji-biji dari Sembalun Rinjani serta Java Preang..."
S-AUT-039-500-XF,S-AUT-039,Worn Hammer,Autumn,The Amber Descent,Seasonal Blend,500g,Extra Fine,143500,500,"Terekam dalam logbook yang lusuh namun tak pernah salah, blend ini mempertemukan biji-biji dari Sembalun Rinjani serta Java Preang..."
S-AUT-039-1K-WB,S-AUT-039,Worn Hammer,Autumn,The Amber Descent,Seasonal Blend,1kg,Whole Bean,255000,1000,"Terekam dalam logbook yang lusuh namun tak pernah salah, blend ini mempertemukan biji-biji dari Sembalun Rinjani serta Java Preang..."
S-AUT-039-1K-CRS,S-AUT-039,Worn Hammer,Autumn,The Amber Descent,Seasonal Blend,1kg,Coarse,257000,1000,"Terekam dalam logbook yang lusuh namun tak pernah salah, blend ini mempertemukan biji-biji dari Sembalun Rinjani serta Java Preang..."
S-AUT-039-1K-MED,S-AUT-039,Worn Hammer,Autumn,The Amber Descent,Seasonal Blend,1kg,Medium,257500,1000,"Terekam dalam logbook yang lusuh namun tak pernah salah, blend ini mempertemukan biji-biji dari Sembalun Rinjani serta Java Preang..."
S-AUT-039-1K-FIN,S-AUT-039,Worn Hammer,Autumn,The Amber Descent,Seasonal Blend,1kg,Fine,258000,1000,"Terekam dalam logbook yang lusuh namun tak pernah salah, blend ini mempertemukan biji-biji dari Sembalun Rinjani serta Java Preang..."
S-AUT-039-1K-XF,S-AUT-039,Worn Hammer,Autumn,The Amber Descent,Seasonal Blend,1kg,Extra Fine,258500,1000,"Terekam dalam logbook yang lusuh namun tak pernah salah, blend ini mempertemukan biji-biji dari Sembalun Rinjani serta Java Preang..."
S-AUT-040-100-WB,S-AUT-040,Well-used Altimeter,Autumn,The Amber Descent,Seasonal Blend,100g,Whole Bean,35000,100,"Seperti alat ukur yang semakin akurat seiring bertambah usia, blend ini mempertemukan biji-biji dari Bengkulu serta Java Sindoro s..."
S-AUT-040-100-CRS,S-AUT-040,Well-used Altimeter,Autumn,The Amber Descent,Seasonal Blend,100g,Coarse,37000,100,"Seperti alat ukur yang semakin akurat seiring bertambah usia, blend ini mempertemukan biji-biji dari Bengkulu serta Java Sindoro s..."
S-AUT-040-100-MED,S-AUT-040,Well-used Altimeter,Autumn,The Amber Descent,Seasonal Blend,100g,Medium,37500,100,"Seperti alat ukur yang semakin akurat seiring bertambah usia, blend ini mempertemukan biji-biji dari Bengkulu serta Java Sindoro s..."
S-AUT-040-100-FIN,S-AUT-040,Well-used Altimeter,Autumn,The Amber Descent,Seasonal Blend,100g,Fine,38000,100,"Seperti alat ukur yang semakin akurat seiring bertambah usia, blend ini mempertemukan biji-biji dari Bengkulu serta Java Sindoro s..."
S-AUT-040-100-XF,S-AUT-040,Well-used Altimeter,Autumn,The Amber Descent,Seasonal Blend,100g,Extra Fine,38500,100,"Seperti alat ukur yang semakin akurat seiring bertambah usia, blend ini mempertemukan biji-biji dari Bengkulu serta Java Sindoro s..."
S-AUT-040-200-WB,S-AUT-040,Well-used Altimeter,Autumn,The Amber Descent,Seasonal Blend,200g,Whole Bean,62000,200,"Seperti alat ukur yang semakin akurat seiring bertambah usia, blend ini mempertemukan biji-biji dari Bengkulu serta Java Sindoro s..."
S-AUT-040-200-CRS,S-AUT-040,Well-used Altimeter,Autumn,The Amber Descent,Seasonal Blend,200g,Coarse,64000,200,"Seperti alat ukur yang semakin akurat seiring bertambah usia, blend ini mempertemukan biji-biji dari Bengkulu serta Java Sindoro s..."
S-AUT-040-200-MED,S-AUT-040,Well-used Altimeter,Autumn,The Amber Descent,Seasonal Blend,200g,Medium,64500,200,"Seperti alat ukur yang semakin akurat seiring bertambah usia, blend ini mempertemukan biji-biji dari Bengkulu serta Java Sindoro s..."
S-AUT-040-200-FIN,S-AUT-040,Well-used Altimeter,Autumn,The Amber Descent,Seasonal Blend,200g,Fine,65000,200,"Seperti alat ukur yang semakin akurat seiring bertambah usia, blend ini mempertemukan biji-biji dari Bengkulu serta Java Sindoro s..."
S-AUT-040-200-XF,S-AUT-040,Well-used Altimeter,Autumn,The Amber Descent,Seasonal Blend,200g,Extra Fine,65500,200,"Seperti alat ukur yang semakin akurat seiring bertambah usia, blend ini mempertemukan biji-biji dari Bengkulu serta Java Sindoro s..."
S-AUT-040-500-WB,S-AUT-040,Well-used Altimeter,Autumn,The Amber Descent,Seasonal Blend,500g,Whole Bean,140000,500,"Seperti alat ukur yang semakin akurat seiring bertambah usia, blend ini mempertemukan biji-biji dari Bengkulu serta Java Sindoro s..."
S-AUT-040-500-CRS,S-AUT-040,Well-used Altimeter,Autumn,The Amber Descent,Seasonal Blend,500g,Coarse,142000,500,"Seperti alat ukur yang semakin akurat seiring bertambah usia, blend ini mempertemukan biji-biji dari Bengkulu serta Java Sindoro s..."
S-AUT-040-500-MED,S-AUT-040,Well-used Altimeter,Autumn,The Amber Descent,Seasonal Blend,500g,Medium,142500,500,"Seperti alat ukur yang semakin akurat seiring bertambah usia, blend ini mempertemukan biji-biji dari Bengkulu serta Java Sindoro s..."
S-AUT-040-500-FIN,S-AUT-040,Well-used Altimeter,Autumn,The Amber Descent,Seasonal Blend,500g,Fine,143000,500,"Seperti alat ukur yang semakin akurat seiring bertambah usia, blend ini mempertemukan biji-biji dari Bengkulu serta Java Sindoro s..."
S-AUT-040-500-XF,S-AUT-040,Well-used Altimeter,Autumn,The Amber Descent,Seasonal Blend,500g,Extra Fine,143500,500,"Seperti alat ukur yang semakin akurat seiring bertambah usia, blend ini mempertemukan biji-biji dari Bengkulu serta Java Sindoro s..."
S-AUT-040-1K-WB,S-AUT-040,Well-used Altimeter,Autumn,The Amber Descent,Seasonal Blend,1kg,Whole Bean,255000,1000,"Seperti alat ukur yang semakin akurat seiring bertambah usia, blend ini mempertemukan biji-biji dari Bengkulu serta Java Sindoro s..."
S-AUT-040-1K-CRS,S-AUT-040,Well-used Altimeter,Autumn,The Amber Descent,Seasonal Blend,1kg,Coarse,257000,1000,"Seperti alat ukur yang semakin akurat seiring bertambah usia, blend ini mempertemukan biji-biji dari Bengkulu serta Java Sindoro s..."
S-AUT-040-1K-MED,S-AUT-040,Well-used Altimeter,Autumn,The Amber Descent,Seasonal Blend,1kg,Medium,257500,1000,"Seperti alat ukur yang semakin akurat seiring bertambah usia, blend ini mempertemukan biji-biji dari Bengkulu serta Java Sindoro s..."
S-AUT-040-1K-FIN,S-AUT-040,Well-used Altimeter,Autumn,The Amber Descent,Seasonal Blend,1kg,Fine,258000,1000,"Seperti alat ukur yang semakin akurat seiring bertambah usia, blend ini mempertemukan biji-biji dari Bengkulu serta Java Sindoro s..."
S-AUT-040-1K-XF,S-AUT-040,Well-used Altimeter,Autumn,The Amber Descent,Seasonal Blend,1kg,Extra Fine,258500,1000,"Seperti alat ukur yang semakin akurat seiring bertambah usia, blend ini mempertemukan biji-biji dari Bengkulu serta Java Sindoro s..."
S-AUT-041-100-WB,S-AUT-041,Trail-kept Flask,Autumn,The Amber Descent,Seasonal Blend,100g,Whole Bean,35000,100,"Dari tangan-tangan yang pernah mengukur setiap jengkal dataran, blend ini mempertemukan biji-biji dari Java Sindoro serta Toraja K..."
S-AUT-041-100-CRS,S-AUT-041,Trail-kept Flask,Autumn,The Amber Descent,Seasonal Blend,100g,Coarse,37000,100,"Dari tangan-tangan yang pernah mengukur setiap jengkal dataran, blend ini mempertemukan biji-biji dari Java Sindoro serta Toraja K..."
S-AUT-041-100-MED,S-AUT-041,Trail-kept Flask,Autumn,The Amber Descent,Seasonal Blend,100g,Medium,37500,100,"Dari tangan-tangan yang pernah mengukur setiap jengkal dataran, blend ini mempertemukan biji-biji dari Java Sindoro serta Toraja K..."
S-AUT-041-100-FIN,S-AUT-041,Trail-kept Flask,Autumn,The Amber Descent,Seasonal Blend,100g,Fine,38000,100,"Dari tangan-tangan yang pernah mengukur setiap jengkal dataran, blend ini mempertemukan biji-biji dari Java Sindoro serta Toraja K..."
S-AUT-041-100-XF,S-AUT-041,Trail-kept Flask,Autumn,The Amber Descent,Seasonal Blend,100g,Extra Fine,38500,100,"Dari tangan-tangan yang pernah mengukur setiap jengkal dataran, blend ini mempertemukan biji-biji dari Java Sindoro serta Toraja K..."
S-AUT-041-200-WB,S-AUT-041,Trail-kept Flask,Autumn,The Amber Descent,Seasonal Blend,200g,Whole Bean,62000,200,"Dari tangan-tangan yang pernah mengukur setiap jengkal dataran, blend ini mempertemukan biji-biji dari Java Sindoro serta Toraja K..."
S-AUT-041-200-CRS,S-AUT-041,Trail-kept Flask,Autumn,The Amber Descent,Seasonal Blend,200g,Coarse,64000,200,"Dari tangan-tangan yang pernah mengukur setiap jengkal dataran, blend ini mempertemukan biji-biji dari Java Sindoro serta Toraja K..."
S-AUT-041-200-MED,S-AUT-041,Trail-kept Flask,Autumn,The Amber Descent,Seasonal Blend,200g,Medium,64500,200,"Dari tangan-tangan yang pernah mengukur setiap jengkal dataran, blend ini mempertemukan biji-biji dari Java Sindoro serta Toraja K..."
S-AUT-041-200-FIN,S-AUT-041,Trail-kept Flask,Autumn,The Amber Descent,Seasonal Blend,200g,Fine,65000,200,"Dari tangan-tangan yang pernah mengukur setiap jengkal dataran, blend ini mempertemukan biji-biji dari Java Sindoro serta Toraja K..."
S-AUT-041-200-XF,S-AUT-041,Trail-kept Flask,Autumn,The Amber Descent,Seasonal Blend,200g,Extra Fine,65500,200,"Dari tangan-tangan yang pernah mengukur setiap jengkal dataran, blend ini mempertemukan biji-biji dari Java Sindoro serta Toraja K..."
S-AUT-041-500-WB,S-AUT-041,Trail-kept Flask,Autumn,The Amber Descent,Seasonal Blend,500g,Whole Bean,140000,500,"Dari tangan-tangan yang pernah mengukur setiap jengkal dataran, blend ini mempertemukan biji-biji dari Java Sindoro serta Toraja K..."
S-AUT-041-500-CRS,S-AUT-041,Trail-kept Flask,Autumn,The Amber Descent,Seasonal Blend,500g,Coarse,142000,500,"Dari tangan-tangan yang pernah mengukur setiap jengkal dataran, blend ini mempertemukan biji-biji dari Java Sindoro serta Toraja K..."
S-AUT-041-500-MED,S-AUT-041,Trail-kept Flask,Autumn,The Amber Descent,Seasonal Blend,500g,Medium,142500,500,"Dari tangan-tangan yang pernah mengukur setiap jengkal dataran, blend ini mempertemukan biji-biji dari Java Sindoro serta Toraja K..."
S-AUT-041-500-FIN,S-AUT-041,Trail-kept Flask,Autumn,The Amber Descent,Seasonal Blend,500g,Fine,143000,500,"Dari tangan-tangan yang pernah mengukur setiap jengkal dataran, blend ini mempertemukan biji-biji dari Java Sindoro serta Toraja K..."
S-AUT-041-500-XF,S-AUT-041,Trail-kept Flask,Autumn,The Amber Descent,Seasonal Blend,500g,Extra Fine,143500,500,"Dari tangan-tangan yang pernah mengukur setiap jengkal dataran, blend ini mempertemukan biji-biji dari Java Sindoro serta Toraja K..."
S-AUT-041-1K-WB,S-AUT-041,Trail-kept Flask,Autumn,The Amber Descent,Seasonal Blend,1kg,Whole Bean,255000,1000,"Dari tangan-tangan yang pernah mengukur setiap jengkal dataran, blend ini mempertemukan biji-biji dari Java Sindoro serta Toraja K..."
S-AUT-041-1K-CRS,S-AUT-041,Trail-kept Flask,Autumn,The Amber Descent,Seasonal Blend,1kg,Coarse,257000,1000,"Dari tangan-tangan yang pernah mengukur setiap jengkal dataran, blend ini mempertemukan biji-biji dari Java Sindoro serta Toraja K..."
S-AUT-041-1K-MED,S-AUT-041,Trail-kept Flask,Autumn,The Amber Descent,Seasonal Blend,1kg,Medium,257500,1000,"Dari tangan-tangan yang pernah mengukur setiap jengkal dataran, blend ini mempertemukan biji-biji dari Java Sindoro serta Toraja K..."
S-AUT-041-1K-FIN,S-AUT-041,Trail-kept Flask,Autumn,The Amber Descent,Seasonal Blend,1kg,Fine,258000,1000,"Dari tangan-tangan yang pernah mengukur setiap jengkal dataran, blend ini mempertemukan biji-biji dari Java Sindoro serta Toraja K..."
S-AUT-041-1K-XF,S-AUT-041,Trail-kept Flask,Autumn,The Amber Descent,Seasonal Blend,1kg,Extra Fine,258500,1000,"Dari tangan-tangan yang pernah mengukur setiap jengkal dataran, blend ini mempertemukan biji-biji dari Java Sindoro serta Toraja K..."
S-AUT-042-100-WB,S-AUT-042,Polished Odometer,Autumn,The Amber Descent,Seasonal Blend,100g,Whole Bean,35000,100,"Diilhami dari artefak yang bertahan melewati puluhan ekspedisi, blend ini mempertemukan biji-biji dari Toraja Kalosi serta Flores ..."
S-AUT-042-100-CRS,S-AUT-042,Polished Odometer,Autumn,The Amber Descent,Seasonal Blend,100g,Coarse,37000,100,"Diilhami dari artefak yang bertahan melewati puluhan ekspedisi, blend ini mempertemukan biji-biji dari Toraja Kalosi serta Flores ..."
S-AUT-042-100-MED,S-AUT-042,Polished Odometer,Autumn,The Amber Descent,Seasonal Blend,100g,Medium,37500,100,"Diilhami dari artefak yang bertahan melewati puluhan ekspedisi, blend ini mempertemukan biji-biji dari Toraja Kalosi serta Flores ..."
S-AUT-042-100-FIN,S-AUT-042,Polished Odometer,Autumn,The Amber Descent,Seasonal Blend,100g,Fine,38000,100,"Diilhami dari artefak yang bertahan melewati puluhan ekspedisi, blend ini mempertemukan biji-biji dari Toraja Kalosi serta Flores ..."
S-AUT-042-100-XF,S-AUT-042,Polished Odometer,Autumn,The Amber Descent,Seasonal Blend,100g,Extra Fine,38500,100,"Diilhami dari artefak yang bertahan melewati puluhan ekspedisi, blend ini mempertemukan biji-biji dari Toraja Kalosi serta Flores ..."
S-AUT-042-200-WB,S-AUT-042,Polished Odometer,Autumn,The Amber Descent,Seasonal Blend,200g,Whole Bean,62000,200,"Diilhami dari artefak yang bertahan melewati puluhan ekspedisi, blend ini mempertemukan biji-biji dari Toraja Kalosi serta Flores ..."
S-AUT-042-200-CRS,S-AUT-042,Polished Odometer,Autumn,The Amber Descent,Seasonal Blend,200g,Coarse,64000,200,"Diilhami dari artefak yang bertahan melewati puluhan ekspedisi, blend ini mempertemukan biji-biji dari Toraja Kalosi serta Flores ..."
S-AUT-042-200-MED,S-AUT-042,Polished Odometer,Autumn,The Amber Descent,Seasonal Blend,200g,Medium,64500,200,"Diilhami dari artefak yang bertahan melewati puluhan ekspedisi, blend ini mempertemukan biji-biji dari Toraja Kalosi serta Flores ..."
S-AUT-042-200-FIN,S-AUT-042,Polished Odometer,Autumn,The Amber Descent,Seasonal Blend,200g,Fine,65000,200,"Diilhami dari artefak yang bertahan melewati puluhan ekspedisi, blend ini mempertemukan biji-biji dari Toraja Kalosi serta Flores ..."
S-AUT-042-200-XF,S-AUT-042,Polished Odometer,Autumn,The Amber Descent,Seasonal Blend,200g,Extra Fine,65500,200,"Diilhami dari artefak yang bertahan melewati puluhan ekspedisi, blend ini mempertemukan biji-biji dari Toraja Kalosi serta Flores ..."
S-AUT-042-500-WB,S-AUT-042,Polished Odometer,Autumn,The Amber Descent,Seasonal Blend,500g,Whole Bean,140000,500,"Diilhami dari artefak yang bertahan melewati puluhan ekspedisi, blend ini mempertemukan biji-biji dari Toraja Kalosi serta Flores ..."
S-AUT-042-500-CRS,S-AUT-042,Polished Odometer,Autumn,The Amber Descent,Seasonal Blend,500g,Coarse,142000,500,"Diilhami dari artefak yang bertahan melewati puluhan ekspedisi, blend ini mempertemukan biji-biji dari Toraja Kalosi serta Flores ..."
S-AUT-042-500-MED,S-AUT-042,Polished Odometer,Autumn,The Amber Descent,Seasonal Blend,500g,Medium,142500,500,"Diilhami dari artefak yang bertahan melewati puluhan ekspedisi, blend ini mempertemukan biji-biji dari Toraja Kalosi serta Flores ..."
S-AUT-042-500-FIN,S-AUT-042,Polished Odometer,Autumn,The Amber Descent,Seasonal Blend,500g,Fine,143000,500,"Diilhami dari artefak yang bertahan melewati puluhan ekspedisi, blend ini mempertemukan biji-biji dari Toraja Kalosi serta Flores ..."
